pb_acc,len,orf_strand,orf_frame,orf_start,orf_end,orf_len,fickett,hexamer,coding_score,orf_rank,cds_start,gencode_atg,upstream_atgs,orf_calling_confidence,atg_rank,score_rank,atg_score,gencode_score,orf_score,gene,FL,CPM
PB.7812.106,2355,+,3,93,2300,2208,0.8896,0.16148051998377802,0.9999999990660428,1,92289419,"['ENST00000443024.7', 'ENST00000375643.7', 'ENST00000447699.7', 'ENST00000627121.3']",1,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999999981322,IARS1,4,1.3388408784268888
PB.7812.107,2227,+,3,93,2225,2133,0.9540000000000001,0.17726030904094894,0.9999999984379659,1,92289419,"['ENST00000443024.7', 'ENST00000375643.7', 'ENST00000447699.7', 'ENST00000627121.3']",1,Clear Best ORF,1.0,1.0,0.99,0.8,0.999999999996876,IARS1,2,0.6694204392134444
PB.7812.108,2103,+,3,93,2102,2010,0.8298,0.165378719981154,0.9999999898697072,1,92289419,"['ENST00000443024.7', 'ENST00000375643.7', 'ENST00000447699.7', 'ENST00000627121.3']",1,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999999797394,IARS1,4,1.3388408784268888
PB.7812.109,2051,+,1,253,2049,1797,0.8298,0.15061942804626402,0.999999880269065,1,92293445,['ENST00000430417.1'],2,None,2.0,1.0,0.5,0.8,0.9999999880269064,IARS1,2,0.6694204392134444
PB.7812.11,4432,+,3,180,3968,3789,0.9621,0.18428066438376692,1.0,1,92289419,"['ENST00000443024.7', 'ENST00000375643.7', 'ENST00000447699.7', 'ENST00000627121.3']",3,Clear Best ORF,1.0,1.0,0.3333333333333333,0.8,1.0,IARS1,10,3.347102196067222
PB.7812.110,1879,+,3,93,1877,1785,0.8244,0.150241565936371,0.999999861485157,1,92289419,"['ENST00000443024.7', 'ENST00000375643.7', 'ENST00000447699.7', 'ENST00000627121.3']",1,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999997229704,IARS1,9,3.0123919764604996
PB.7812.111,2038,+,2,236,1708,1473,0.7867,0.10538110426109698,0.999993146797736,1,92293445,['ENST00000430417.1'],2,None,2.0,1.0,0.5,0.8,0.9999993146797737,IARS1,2,0.6694204392134444
PB.7812.112,2310,+,2,203,1447,1245,0.8902,0.0838081341287175,0.9999288694833341,1,92293445,['ENST00000430417.1'],1,None,2.0,1.0,0.99,0.8,0.9999998577389668,IARS1,2,0.6694204392134444
PB.7812.113,995,+,3,249,995,747,0.9002,0.00115882195782511,0.972996838873791,1,92293445,['ENST00000430417.1'],2,None,2.0,1.0,0.5,0.8,0.9972996838873792,IARS1,2,0.6694204392134444
PB.7812.114,2984,+,1,190,246,57,0.9965,-0.290345611693403,0.0033979065888649997,11,92293461,,0,Low Quality ORF,1.0,9.0,0.99,0.0,0.9900339790658886,IARS1,2,0.6694204392134444
PB.7812.115,1655,+,1,229,285,57,0.9965,-0.290345611693403,0.0036538210432556797,8,92293461,,1,Low Quality ORF,1.0,6.0,0.99,0.0,0.9900365382104326,IARS1,2,0.6694204392134444
PB.7812.116,1495,+,1,235,291,57,0.9965,-0.290345611693403,0.0036858983817216603,7,92293461,,1,Low Quality ORF,1.0,5.0,0.99,0.0,0.9900368589838172,IARS1,46,15.39667010190922
PB.7812.117,1224,+,1,223,279,57,0.9965,-0.290345611693403,0.0037408706904277795,5,92293461,,1,Low Quality ORF,1.0,4.0,0.99,0.0,0.9900374087069044,IARS1,6,2.008261317640333
PB.7812.118,891,+,1,235,291,57,0.9965,-0.290345611693403,0.0038095393484749397,3,92293461,,1,Clear Best ORF,1.0,1.0,0.99,0.0,0.9900380953934848,IARS1,3,1.0041306588201666
PB.7812.12,4464,+,3,93,2258,2166,0.9272,0.174838217934153,0.999999998641297,1,92289419,"['ENST00000443024.7', 'ENST00000375643.7', 'ENST00000447699.7', 'ENST00000627121.3']",1,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999999972826,IARS1,2,0.6694204392134444
PB.7812.13,4393,+,1,91,2628,2538,0.9721,0.17165776757301698,0.9999999999815872,1,92289419,"['ENST00000443024.7', 'ENST00000375643.7', 'ENST00000447699.7', 'ENST00000627121.3']",1,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999999999633,IARS1,3,1.0041306588201666
PB.7812.14,4238,+,1,316,3774,3459,1.1087,0.206167588415792,1.0,1,92287856,,10,None,3.0,1.0,0.1,0.0,1.0,IARS1,8,2.6776817568537776
PB.7812.15,4072,+,3,150,3608,3459,1.1087,0.206167588415792,1.0,1,92287856,,6,None,2.0,1.0,0.16666666666666666,0.0,1.0,IARS1,7,2.342971537247055
PB.7812.16,3700,+,3,93,3236,3144,0.9036,0.157319035490046,1.0,1,92289419,"['ENST00000443024.7', 'ENST00000375643.7', 'ENST00000447699.7', 'ENST00000627121.3']",1,Clear Best ORF,1.0,1.0,0.99,0.8,1.0,IARS1,5,1.673551098033611
PB.7812.17,4114,+,1,2071,3651,1581,1.0098,0.19965287950423105,0.99999940002226,1,92253382,,33,None,12.0,1.0,0.030303030303030307,0.0,0.9999994182034035,IARS1,23,7.69833505095461
PB.7812.18,3049,+,3,60,2585,2526,1.1285,0.229407371121158,0.9999999999919632,1,92269925,,0,Clear Best ORF,1.0,1.0,0.99,0.0,0.9999999999999196,IARS1,10,3.347102196067222
PB.7812.19,2981,+,1,109,2517,2409,1.0098,0.14916167593784802,0.9999999999273679,1,92289419,"['ENST00000443024.7', 'ENST00000375643.7', 'ENST00000447699.7', 'ENST00000627121.3']",1,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999999998548,IARS1,3,1.0041306588201666
PB.7812.2,4477,+,3,93,3881,3789,0.9621,0.18428066438376692,1.0,1,92289419,"['ENST00000443024.7', 'ENST00000375643.7', 'ENST00000447699.7', 'ENST00000627121.3']",1,Clear Best ORF,1.0,1.0,0.99,0.8,1.0,IARS1,38,12.718988345055443
PB.7812.20,2523,+,2,608,2059,1452,1.0207,0.217512506949479,0.999997987905555,1,92250804,,17,None,5.0,1.0,0.05882352941176471,0.0,0.9999981062640518,IARS1,2,0.6694204392134444
PB.7812.21,2365,+,3,396,1901,1506,1.0086,0.20845566834008605,0.9999987991354252,1,92250858,,9,None,4.0,1.0,0.1111111111111111,0.0,0.9999989325648224,IARS1,9,3.0123919764604996
PB.7812.22,2738,+,2,728,2275,1548,1.014,0.199759148301811,0.999999207240854,1,92251873,,15,None,3.0,1.0,0.06666666666666668,0.0,0.9999992600914638,IARS1,29,9.706596368594944
PB.7812.23,1981,+,3,12,1517,1506,1.0292,0.19938685124817696,0.9999988427957099,1,92253382,,1,Clear Best ORF,1.0,1.0,0.99,0.0,0.9999999884279572,IARS1,2,0.6694204392134444
PB.7812.24,1005,+,3,21,89,69,1.0841,-0.0479729609667359,0.0249486361071934,5,92240870,,0,Low Quality ORF,1.0,2.0,0.99,0.0,0.990249486361072,IARS1,10,3.347102196067222
PB.7812.25,4561,+,3,249,3626,3378,1.0190000000000001,0.192476373029825,1.0,1,92293445,['ENST00000430417.1'],2,None,2.0,1.0,0.5,0.8,1.0,IARS1,4,1.3388408784268888
PB.7812.26,4439,+,2,251,3976,3726,0.9621,0.183935958190078,1.0,1,92293445,['ENST00000430417.1'],2,None,2.0,1.0,0.5,0.8,1.0,IARS1,8,2.6776817568537776
PB.7812.27,4452,+,3,249,3989,3741,1.034,0.191024762461033,1.0,1,92293445,['ENST00000430417.1'],2,None,2.0,1.0,0.5,0.8,1.0,IARS1,10,3.347102196067222
PB.7812.28,4422,+,2,251,2404,2154,0.9106,0.172203255697149,0.999999998331885,1,92293445,['ENST00000430417.1'],2,None,2.0,1.0,0.5,0.8,0.9999999998331884,IARS1,3,1.0041306588201666
PB.7812.29,4395,+,2,95,3460,3366,1.0311,0.19242550566734304,1.0,1,92289419,"['ENST00000443024.7', 'ENST00000375643.7', 'ENST00000447699.7', 'ENST00000627121.3']",1,Clear Best ORF,1.0,1.0,0.99,0.8,1.0,IARS1,6,2.008261317640333
PB.7812.3,3550,+,2,32,1399,1368,1.028,0.273343268743992,0.999996214031135,2,92278257,,1,Nonsense Mediated Decay,1.0,2.0,0.99,0.0,0.9999999621403114,IARS1,2,0.6694204392134444
PB.7812.30,4226,+,2,305,3763,3459,1.1087,0.206167588415792,1.0,1,92287856,,10,None,3.0,1.0,0.1,0.0,1.0,IARS1,2,0.6694204392134444
PB.7812.31,4269,+,3,93,3806,3714,0.9621,0.183862244388379,1.0,1,92289419,"['ENST00000443024.7', 'ENST00000375643.7', 'ENST00000447699.7', 'ENST00000627121.3']",1,Clear Best ORF,1.0,1.0,0.99,0.8,1.0,IARS1,12,4.016522635280666
PB.7812.32,4284,+,3,93,3821,3729,1.034,0.19097417570127598,1.0,1,92289419,"['ENST00000443024.7', 'ENST00000375643.7', 'ENST00000447699.7', 'ENST00000627121.3']",1,Clear Best ORF,1.0,1.0,0.99,0.8,1.0,IARS1,23,7.69833505095461
PB.7812.33,4203,+,3,78,3740,3663,0.9742,0.186622807493185,1.0,1,92289419,"['ENST00000443024.7', 'ENST00000375643.7', 'ENST00000447699.7', 'ENST00000627121.3']",1,Clear Best ORF,1.0,1.0,0.99,0.8,1.0,IARS1,2,0.6694204392134444
PB.7812.34,4187,+,2,266,3724,3459,1.1087,0.206167588415792,1.0,1,92287856,,5,None,2.0,1.0,0.2,0.0,1.0,IARS1,14,4.68594307449411
PB.7812.35,3922,+,1,1975,3459,1485,1.014,0.213035705243827,0.999998420749799,1,92253390,,46,None,13.0,1.0,0.021739130434782608,0.0,0.9999984550813252,IARS1,2,0.6694204392134444
PB.7812.36,3859,+,1,73,3396,3324,1.1087,0.210318021839399,1.0,1,92286549,,2,None,2.0,1.0,0.5,0.0,1.0,IARS1,15,5.020653294100833
PB.7812.37,3480,+,3,3,3017,3015,1.1339,0.23335715059904005,1.0,1,92278257,,0,Clear Best ORF,1.0,1.0,0.99,0.0,1.0,IARS1,13,4.351232854887388
PB.7812.38,3345,+,3,102,2882,2781,1.1285,0.227165935695839,0.9999999999995219,1,92271637,,1,Clear Best ORF,1.0,1.0,0.99,0.0,0.9999999999999952,IARS1,22,7.363624831347888
PB.7812.39,3370,+,2,95,1402,1308,0.8077,0.0988260052524398,0.999954800317068,2,92289419,"['ENST00000443024.7', 'ENST00000375643.7', 'ENST00000447699.7', 'ENST00000627121.3']",1,Nonsense Mediated Decay,1.0,2.0,0.99,0.8,0.999999909600634,IARS1,2,0.6694204392134444
PB.7812.4,3517,+,3,141,2921,2781,1.1285,0.227165935695839,0.9999999999995179,1,92271637,,2,Clear Best ORF,1.0,1.0,0.5,0.0,0.9999999999997592,IARS1,3,1.0041306588201666
PB.7812.40,3275,+,2,1718,2812,1095,1.0566,0.18098295099319198,0.9998745065004292,1,92247473,,34,None,10.0,1.0,0.029411764705882356,0.0,0.9998781974857108,IARS1,2,0.6694204392134444
PB.7812.41,3118,+,1,130,2655,2526,1.1285,0.229407371121158,0.999999999991933,1,92269925,,0,Clear Best ORF,1.0,1.0,0.99,0.0,0.9999999999999192,IARS1,13,4.351232854887388
PB.7812.42,3092,+,2,113,2629,2517,0.8876,0.163237878753256,0.9999999999694599,1,92289419,"['ENST00000443024.7', 'ENST00000375643.7', 'ENST00000447699.7', 'ENST00000627121.3']",1,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999999999388,IARS1,2,0.6694204392134444
PB.7812.43,3116,+,2,233,2653,2421,1.0098,0.149447384500764,0.9999999999361321,1,92293445,['ENST00000430417.1'],2,None,2.0,1.0,0.5,0.8,0.9999999999936132,IARS1,2,0.6694204392134444
PB.7812.44,2949,+,3,294,2486,2193,1.1164,0.224343519550318,0.9999999996434308,1,92265032,,3,None,2.0,1.0,0.3333333333333333,0.0,0.9999999997622872,IARS1,15,5.020653294100833
PB.7812.45,2749,+,1,94,2286,2193,1.1164,0.224343519550318,0.999999999647319,1,92265032,,0,Clear Best ORF,1.0,1.0,0.99,0.0,0.9999999999964732,IARS1,28,9.37188614898822
PB.7812.46,2537,+,2,86,2074,1989,1.0684,0.215832646942979,0.999999995755568,1,92260221,,2,Clear Best ORF,1.0,1.0,0.5,0.0,0.999999997877784,IARS1,17,5.690073733314278
PB.7812.47,2461,+,1,10,1998,1989,1.0684,0.215832646942979,0.999999995773218,1,92260221,,0,Clear Best ORF,1.0,1.0,0.99,0.0,0.999999999957732,IARS1,16,5.355363513707555
PB.7812.48,2316,+,3,162,1853,1692,1.0098,0.194043290549126,0.999999837529024,1,92256719,,4,None,3.0,1.0,0.25,0.0,0.9999998781467679,IARS1,25,8.367755490168054
PB.7812.49,2279,+,2,440,1816,1377,1.0401,0.20427858283744701,0.999995343272797,1,92250729,,11,None,3.0,1.0,0.09090909090909093,0.0,0.9999957666116336,IARS1,3,1.0041306588201666
PB.7812.5,2956,+,3,168,2360,2193,1.1164,0.224343519550318,0.9999999996432941,1,92265032,,1,Clear Best ORF,1.0,1.0,0.99,0.0,0.999999999996433,IARS1,3,1.0041306588201666
PB.7812.50,2194,+,1,40,1731,1692,1.0098,0.194043290549126,0.999999838612233,1,92256719,,0,Clear Best ORF,1.0,1.0,0.99,0.0,0.9999999983861224,IARS1,11,3.681812415673944
PB.7812.51,2227,+,1,313,1764,1452,1.0207,0.217512506949479,0.999998020298321,1,92250804,,6,None,3.0,1.0,0.16666666666666666,0.0,0.9999983502486008,IARS1,14,4.68594307449411
PB.7812.52,2146,+,1,223,1683,1461,1.0086,0.211426815330255,0.9999980720544508,1,92288271,,3,None,2.0,1.0,0.3333333333333333,0.0,0.9999987147029672,IARS1,16,5.355363513707555
PB.7812.53,1824,+,3,45,1361,1317,1.0207,0.19588072593861,0.9999900012124799,1,92250246,,0,Clear Best ORF,1.0,1.0,0.99,0.0,0.9999999000121248,IARS1,38,12.718988345055443
PB.7812.54,1432,+,1,22,969,948,0.9490000000000001,0.118569125330705,0.9987581575180572,1,92245021,,1,None,2.0,1.0,0.99,0.0,0.9999875815751804,IARS1,9,3.0123919764604996
PB.7812.55,1391,+,2,122,928,807,1.0402,0.138840942396874,0.996135609651033,1,92250804,,1,Clear Best ORF,1.0,1.0,0.99,0.0,0.9999613560965104,IARS1,5,1.673551098033611
PB.7812.56,1206,+,1,202,294,93,1.0746,-0.12454058177033304,0.0197323529591969,3,92240894,,0,Low Quality ORF,1.0,2.0,0.99,0.0,0.990197323529592,IARS1,17,5.690073733314278
PB.7812.57,4445,+,3,132,3983,3852,1.0501,0.176032019585679,1.0,1,92289419,"['ENST00000443024.7', 'ENST00000375643.7', 'ENST00000447699.7', 'ENST00000627121.3']",1,Clear Best ORF,1.0,1.0,0.99,0.8,1.0,IARS1,2,0.6694204392134444
PB.7812.58,4567,+,2,317,4105,3789,0.9621,0.18428066438376692,1.0,1,92289419,"['ENST00000443024.7', 'ENST00000375643.7', 'ENST00000447699.7', 'ENST00000627121.3']",4,Clear Best ORF,1.0,1.0,0.25,0.8,1.0,IARS1,3,1.0041306588201666
PB.7812.59,3656,+,3,129,3194,3066,1.1339,0.228204232113925,1.0,1,92280767,,2,Clear Best ORF,1.0,1.0,0.5,0.0,1.0,IARS1,22,7.363624831347888
PB.7812.6,2813,+,1,25,2217,2193,1.1164,0.224343519550318,0.99999999964608,1,92265032,,0,Clear Best ORF,1.0,1.0,0.99,0.0,0.9999999999964608,IARS1,2,0.6694204392134444
PB.7812.60,3781,+,2,56,3319,3264,1.1087,0.218445057906979,1.0,1,92286549,,2,None,2.0,1.0,0.5,0.0,1.0,IARS1,2,0.6694204392134444
PB.7812.61,3233,+,3,1224,2771,1548,1.014,0.199759148301811,0.9999991854295559,1,92251873,,23,None,7.0,1.0,0.043478260869565216,0.0,0.9999992208456624,IARS1,2,0.6694204392134444
PB.7812.62,3073,+,2,1160,2611,1452,1.0207,0.217512506949479,0.999997926302319,1,92250804,,29,None,6.0,1.0,0.03448275862068965,0.0,0.9999979978091356,IARS1,4,1.3388408784268888
PB.7812.63,2822,+,3,168,2360,2193,1.1164,0.224343519550318,0.999999999645905,1,92265032,,1,Clear Best ORF,1.0,1.0,0.99,0.0,0.999999999996459,IARS1,22,7.363624831347888
PB.7812.64,1852,+,2,74,1390,1317,1.0632,0.224171960521053,0.999992714995167,1,92250729,,0,Clear Best ORF,1.0,1.0,0.99,0.0,0.9999999271499516,IARS1,2,0.6694204392134444
PB.7812.65,1555,+,2,41,1093,1053,0.98,0.172386575527572,0.999749383062,1,92247431,,0,Clear Best ORF,1.0,1.0,0.99,0.0,0.9999974938306201,IARS1,32,10.71072702741511
PB.7812.66,3383,+,1,142,2922,2781,1.1285,0.227165935695839,0.9999999999995208,1,92271637,,2,Clear Best ORF,1.0,1.0,0.5,0.0,0.9999999999997604,IARS1,11,3.681812415673944
PB.7812.67,4341,+,3,93,3881,3789,0.9621,0.18428066438376692,1.0,1,92289419,"['ENST00000443024.7', 'ENST00000375643.7', 'ENST00000447699.7', 'ENST00000627121.3']",1,Clear Best ORF,1.0,1.0,0.99,0.8,1.0,IARS1,1197,400.64813286924647
PB.7812.68,4450,+,3,132,2297,2166,0.9272,0.174838217934153,0.99999999864234,1,92289419,"['ENST00000443024.7', 'ENST00000375643.7', 'ENST00000447699.7', 'ENST00000627121.3']",1,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999999972848,IARS1,3,1.0041306588201666
PB.7812.69,4494,+,3,2607,4034,1428,0.9909,0.172869275866435,0.99999573949772,1,92250357,,54,None,17.0,1.0,0.018518518518518517,0.0,0.9999958183959105,IARS1,2,0.6694204392134444
PB.7812.7,2436,+,2,149,1840,1692,1.0098,0.194043290549126,0.99999983645648,1,92256719,,4,None,3.0,1.0,0.25,0.0,0.99999987734236,IARS1,2,0.6694204392134444
PB.7812.70,4511,+,2,251,4051,3801,0.9621,0.18435160051957,1.0,1,92293445,['ENST00000430417.1'],2,None,2.0,1.0,0.5,0.8,1.0,IARS1,498,166.68568936414766
PB.7812.71,4325,+,2,542,3865,3324,1.1087,0.210318021839399,1.0,1,92286549,,16,None,5.0,1.0,0.0625,0.0,1.0,IARS1,4,1.3388408784268888
PB.7812.72,4258,+,1,544,3798,3255,1.1087,0.213906246211666,1.0,1,92285784,,15,None,4.0,1.0,0.06666666666666668,0.0,1.0,IARS1,6,2.008261317640333
PB.7812.73,3949,+,1,31,3489,3459,1.1087,0.206167588415792,1.0,1,92287856,,1,None,2.0,1.0,0.99,0.0,1.0,IARS1,14,4.68594307449411
PB.7812.74,3868,+,1,154,3408,3255,1.1087,0.213906246211666,1.0,1,92285784,,2,Clear Best ORF,1.0,1.0,0.5,0.0,1.0,IARS1,2,0.6694204392134444
PB.7812.75,2432,+,2,596,1972,1377,1.0401,0.20427858283744701,0.9999953040425072,1,92250729,,17,None,5.0,1.0,0.05882352941176471,0.0,0.9999955802753008,IARS1,2,0.6694204392134444
PB.7812.76,2031,+,3,120,1571,1452,1.0207,0.217512506949479,0.99999804146008,1,92250804,,1,Clear Best ORF,1.0,1.0,0.99,0.0,0.9999999804146008,IARS1,27,9.0371759293815
PB.7812.77,1950,+,3,114,1490,1377,1.0401,0.20427858283744701,0.999995426524234,1,92250729,,1,Clear Best ORF,1.0,1.0,0.99,0.0,0.9999999542652424,IARS1,12,4.016522635280666
PB.7812.78,1309,+,1,1,849,849,0.9557,0.106673287403876,0.9960887363743721,1,92243275,,0,Clear Best ORF,1.0,1.0,0.99,0.0,0.9999608873637436,IARS1,12,4.016522635280666
PB.7812.79,878,+,2,191,418,228,1.0886,0.18573291749492002,0.3902787270705739,1,92222664,,3,Clear Best ORF,1.0,1.0,0.3333333333333333,0.0,0.5935191513803826,IARS1,12,4.016522635280666
PB.7812.8,1737,+,2,47,1141,1095,1.0566,0.18098295099319198,0.9998846543117019,1,92247473,,1,Clear Best ORF,1.0,1.0,0.99,0.0,0.999998846543117,IARS1,3,1.0041306588201666
PB.7812.80,4350,+,2,218,3892,3675,0.9621,0.18668852364962998,1.0,1,92293445,['ENST00000430417.1'],1,None,2.0,1.0,0.99,0.8,1.0,IARS1,2,0.6694204392134444
PB.7812.81,4300,+,3,93,3842,3750,1.038,0.18449790246980802,1.0,1,92289419,"['ENST00000443024.7', 'ENST00000375643.7', 'ENST00000447699.7', 'ENST00000627121.3']",1,Clear Best ORF,1.0,1.0,0.99,0.8,1.0,IARS1,2,0.6694204392134444
PB.7812.82,4247,+,3,93,2234,2142,0.9106,0.17200954632453602,0.9999999981082021,1,92289419,"['ENST00000443024.7', 'ENST00000375643.7', 'ENST00000447699.7', 'ENST00000627121.3']",1,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999999962164,IARS1,6,2.008261317640333
PB.7812.83,2327,+,2,14,82,69,1.0841,-0.0479729609667359,0.0232447242207678,7,92240870,,0,Low Quality ORF,1.0,4.0,0.99,0.0,0.9902324472422076,IARS1,2,0.6694204392134444
PB.7812.85,3663,+,3,249,3662,3414,1.034,0.194963809249281,1.0,1,92293445,['ENST00000430417.1'],2,None,2.0,1.0,0.5,0.8,1.0,IARS1,2,0.6694204392134444
PB.7812.86,3497,+,2,95,3496,3402,1.034,0.19492226241039,1.0,1,92289419,"['ENST00000443024.7', 'ENST00000375643.7', 'ENST00000447699.7', 'ENST00000627121.3']",1,Clear Best ORF,1.0,1.0,0.99,0.8,1.0,IARS1,4,1.3388408784268888
PB.7812.89,2463,+,3,93,536,444,0.7338,-0.0878698577464572,0.26897423766692297,1,92289419,"['ENST00000443024.7', 'ENST00000375643.7', 'ENST00000447699.7', 'ENST00000627121.3']",1,Clear Best ORF,1.0,1.0,0.99,0.8,0.9985379484753338,IARS1,2,0.6694204392134444
PB.7812.9,4556,+,1,253,2406,2154,0.9106,0.172203255697149,0.9999999983195841,1,92293445,['ENST00000430417.1'],2,None,2.0,1.0,0.5,0.8,0.9999999998319584,IARS1,3,1.0041306588201666
PB.7812.90,2926,+,2,95,538,444,0.7338,-0.0878698577464572,0.264011859799637,1,92289419,"['ENST00000443024.7', 'ENST00000375643.7', 'ENST00000447699.7', 'ENST00000627121.3']",1,Clear Best ORF,1.0,1.0,0.99,0.8,0.9985280237195991,IARS1,3,1.0041306588201666
PB.7812.91,3446,+,2,272,3445,3174,1.034,0.205796396664748,1.0,1,92293445,['ENST00000430417.1'],2,None,2.0,1.0,0.5,0.8,1.0,IARS1,2,0.6694204392134444
PB.7812.92,3255,+,3,93,3254,3162,1.034,0.20579284280073798,1.0,1,92289419,"['ENST00000443024.7', 'ENST00000375643.7', 'ENST00000447699.7', 'ENST00000627121.3']",1,Clear Best ORF,1.0,1.0,0.99,0.8,1.0,IARS1,6,2.008261317640333
PB.7812.93,1817,+,2,251,1816,1566,1.0958,0.283893347962753,0.999999721027929,1,92265032,,3,None,2.0,1.0,0.3333333333333333,0.0,0.9999998140186194,IARS1,2,0.6694204392134444
PB.7812.94,2742,+,3,93,2741,2649,1.0155,0.18264649968277,0.9999999999960872,1,92289419,"['ENST00000443024.7', 'ENST00000375643.7', 'ENST00000447699.7', 'ENST00000627121.3']",1,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999999999922,IARS1,4,1.3388408784268888
PB.7812.95,2923,+,3,264,2921,2658,1.0155,0.183130100897794,0.999999999996437,1,92293445,['ENST00000430417.1'],2,None,2.0,1.0,0.5,0.8,0.9999999999996436,IARS1,3,1.0041306588201666
PB.7812.96,2616,+,1,91,2616,2526,0.9721,0.178713481125682,0.9999999999816972,1,92289419,"['ENST00000443024.7', 'ENST00000375643.7', 'ENST00000447699.7', 'ENST00000627121.3']",1,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999999999634,IARS1,6,2.008261317640333
PB.7812.97,2523,+,2,95,2521,2427,0.8896,0.173119385629243,0.999999999924216,1,92289419,"['ENST00000443024.7', 'ENST00000375643.7', 'ENST00000447699.7', 'ENST00000627121.3']",1,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999999998485,IARS1,2,0.6694204392134444
PB.7812.98,2374,+,1,76,2235,2160,0.8496,0.164762839419145,0.9999999982001552,1,92289419,"['ENST00000443024.7', 'ENST00000375643.7', 'ENST00000447699.7', 'ENST00000627121.3']",1,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999999964004,IARS1,2,0.6694204392134444
PB.7812.99,3386,+,1,175,2382,2208,0.8896,0.16148051998377802,0.9999999990117252,1,92289419,"['ENST00000443024.7', 'ENST00000375643.7', 'ENST00000447699.7', 'ENST00000627121.3']",1,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999999980236,IARS1,2,0.6694204392134444
PB.9726.1,1446,+,2,239,1246,1008,1.2926,0.5199603409624871,0.9999829717178872,1,6534833,"['ENST00000229239.10', 'ENST00000396861.5', 'ENST00000396859.5']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999659434358,GAPDH,12794,4282.282549648403
PB.9726.10,1569,+,2,77,472,396,1.2611,0.389941958843624,0.961924223290573,2,6534833,"['ENST00000229239.10', 'ENST00000396861.5', 'ENST00000396859.5']",0,Nonsense Mediated Decay,1.0,2.0,0.99,0.8,0.9999238484465812,GAPDH,4,1.3388408784268888
PB.9726.11,1505,+,2,77,316,240,1.2995,0.39832473835579707,0.8416834799487759,4,6534833,"['ENST00000229239.10', 'ENST00000396861.5', 'ENST00000396859.5']",0,None,1.0,2.0,0.99,0.8,0.9996833669598976,GAPDH,3,1.0041306588201666
PB.9726.12,1477,+,2,77,607,531,1.3132,0.455582370075594,0.9951440299693428,2,6534833,"['ENST00000229239.10', 'ENST00000396861.5', 'ENST00000396859.5']",0,Nonsense Mediated Decay,1.0,2.0,0.99,0.8,0.9999902880599388,GAPDH,14,4.68594307449411
PB.9726.13,1413,+,2,329,1213,885,1.2770000000000001,0.46788839527726395,0.9999025976946702,1,6536807,['ENST00000396856.5'],8,None,3.0,1.0,0.125,0.8,0.9999829545965672,GAPDH,8,2.6776817568537776
PB.9726.14,1388,+,2,77,1285,1209,1.1995,0.373003449363649,0.999993976539287,1,6534833,"['ENST00000229239.10', 'ENST00000396861.5', 'ENST00000396859.5']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999879530784,GAPDH,5,1.673551098033611
PB.9726.15,1376,+,1,169,1176,1008,1.2926,0.5199603409624871,0.9999830369492848,1,6534833,"['ENST00000229239.10', 'ENST00000396861.5', 'ENST00000396859.5']",1,None,2.0,1.0,0.99,0.8,0.9999999660738984,GAPDH,35,11.714857686235277
PB.9726.16,1378,+,2,77,523,447,1.3132,0.44830500440627,0.987184092137568,2,6534833,"['ENST00000229239.10', 'ENST00000396861.5', 'ENST00000396859.5']",0,Nonsense Mediated Decay,1.0,2.0,0.99,0.8,0.9999743681842752,GAPDH,2,0.6694204392134444
PB.9726.17,1272,+,2,77,1072,996,1.2926,0.5269991109847579,0.9999815165801827,1,6534833,"['ENST00000229239.10', 'ENST00000396861.5', 'ENST00000396859.5']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999630331604,GAPDH,7,2.342971537247055
PB.9726.18,1134,+,2,77,1132,1056,1.2890000000000001,0.41706378896943896,0.999981503784772,1,6534833,"['ENST00000229239.10', 'ENST00000396861.5', 'ENST00000396859.5']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999999630075695,GAPDH,7,2.342971537247055
PB.9726.19,1086,+,2,77,886,810,1.3124,0.533237569519733,0.9998681868791208,1,6534833,"['ENST00000229239.10', 'ENST00000396861.5', 'ENST00000396859.5']",0,Clear Best ORF,1.0,1.0,0.99,0.8,0.9999997363737584,GAPDH,3,1.0041306588201666
PB.9726.2,1562,+,1,478,1362,885,1.2770000000000001,0.46788839527726395,0.99990179875039,1,6536807,['ENST00000396856.5'],10,None,5.0,1.0,0.1,0.8,0.9999823237750702,GAPDH,3,1.0041306588201666
